review_id,rating,comment,is_negative
95898365,5,Weather was cold but we enjoyed the visit. Very beautiful trails especially during the evening,0
95898366,4,"Overall, I enjoy this hotel. I have stayed there a total of 5 times for business purposes. Each stay was for nearly a week. The staff are always warm and welcoming. My bathroom has been ""dirty"" a few times, such as hair in the sink or toilet. But nothing horrible enough to request another room. Overall, great stay.",0
95898367,4," The room was clean and neat, the staff friendly and helpful. I did find the hotel a bit too far from the downtown. When we rented a car we could park it for free at the hotel, which I am told is not always so. ",0
95898368,5,"Very comfortable, with great food and lovely amenities. The pool was amazing with their poolside food service.",0
95898369,5,Great staff and well taken care of facility!,0
95898370,4,The staff was amazing and definitely the highlight of my stay,0
95898371,4,Stay was overall wonderful. Bathrooms could use a little maintenance. We would stay here again.,0
95898372,5,"Stayed only one night as a walk in. Beautiful clean room, delicious breakfast, super friendly staff. ",0
95898373,2,Wifi was totally non existent! Staff was neither friendly nor unfriendly.,1
95898374,4,"The staff at this hotel went over and beyond in service and anything that was requested was done right away. The breakfast was great, warm, and refilled quickly. Fresh baked cookies in the evening waiting for us in the lobby. The pool was kept clean and service was efficient.",0
95898375,5,"Centrally located hotel on Hilton Head. This is a lovely, safe facility for the single female traveler. If only they offered small bottles of wine in their snack purchase area (other Hampton Inns have the license), I would say this was perfection :)",0
95898376,4,Helpful cheerful staff. Fun themes within the hotel that can be somewhat chaotic,0
95898377,5,Third time visiting this hotel!! Great stay will come again!! ,0
95898378,2,"Stayed here for three nights and all three nights was it loud. We called the front desk to handle it, to no avail. Please do better.",1
95898379,2,"Front desk reception staff very welcoming. Lobby comfortable and inviting . Room was dark and damp . Bathroom had mold in corners, needs a good scrubbing with bleach. ",1
95898380,4, The staff is friendly ,0
95898381,5,"The staff is very polite and accommodating, the resort concierge is knowledgable and booked us our amenities on and off the campus of the hotel",0
95898382,4,"The room is small and when we added a cot, it was almost too small. The important things, like air conditioner, tv package, internet, etc...were all sufficient. ",0
95898383,5, All Handicapped Accessible hotel rooms are NOT the same! 1. I could open the front door from my wheelchair. It was not too heavy to handle 2. ,0
95898384,1,Got to room got bags unloaded and then that is when we seen a roach. Seen one crawling on the floor and then my husband sat at desk to eat food and a baby one started crawling right in front of him on the desk. I would not stay here again.,1
95898385,5, The accommodations were what we would expect  but the staff went above and beyond our expectations. The room was very clean and comfortable. The in hotel restaurants were all lovely with great food accommodations and specials.,0
95898386,4,"The fold out couch linens were clean. The room furnishings could stand to be updated, but they served their purpose. We were surprised with the full kitchen in the room. ",0
95898387,5,"Our team has stayed here several times for business conventions in the area. Always have positive experiences here great service, good breakfast every morning. I highly recommend this hotel! Great at accommodating large groups.",0
95898388,4,My wedding was greatly accommodated here. I will never forget it. Thank you all!,0
95898389,1,"Disgusting room with sand everywhere. I get we are at a beach, but it looked like people were already in there.",1
95898390,4,"This place is very nice. However, for the room price, I felt it was a little bit underwhelming regarding accommodations.",0
95898391,4,The hotel is nice and we have a great room. Lobby is very inviting. The people at this hotel are very friendly What I have really notice is a lack of personnel. I think there are not enough employees for the size of the establishment.,0
95898392,1,"This was my first and it will be my last. I don't believe these review regarding how spectacular the front desk is, when in reality they don't really help. I ask for a simple late check out and they couldn't grant it, I'm here on business so that extra hour could of help me move a better way but thanx",1
95898393,5,"My bridesmaids booked this hotel for my post Bachelorette Party Shenanigans lodging. It was VERY comfortable, clean, and spacious. I felt so spoiled that they booked such a nice room for me. I wish I had pictures to post.",0
95898394,2,"The staff were delightful and most helpful, with special mention of the front desk! Check-in was a struggle for the staff - quite a few people arrived at the same time. Fortunately for us we were related or attending the same event and were not frustrated or anxious, but there was one person at the front desk. ",1
95898395,2,"This facility need to be renovated badly. Its has a lot of problems with the rooms, and management doesn't seem to do anything when told.",1
95898396,5, We were so impressed by this beautiful beach resort! Definitely our new summer spot. The food was definitely the highlight here.,0
95898397,5,Our total experience was excellent. The staff was very friendly.,0
95898398,2,"The spa was not good. The staff tried to accommodate me as much as they could, but it was not on point at all.",1
95898399,2," Control panel on AC didn't work, could only get cold or heat and that blew the flimsy curtains open. Nightlight wasn't working. Candy machine had melted candy. WiFi was extremely complicated to get on.",1
95898400,5,The poolside service was my favorite!,0
95898401,4,Comfortable stay with conventions running seamlessly.,0
95898402,4,"comfortable bed. microwave, fridge. sink area separate area from bathroom. Very beautiful luxury hotel",0
95898403,4,This facility was very good with one caveat - door to room was in need of maintenance attention - not urgent and the staff was notified at checkout. The checkin and checkout was easy and the staff friendly. ,0
95898404,4,"The junior suite was spacious but was lacking certain in room amenities. Staff however, was quick to replenish anything we needed.",0
95898405,1,"the front desk staff was rude during the morning shift, we asked to speak to the manager and he has not called us back, or toilet stop working, there was a spider in our bed, the big problem was not being contacted by the manager after serval attments.",1
95898406,4,The hotel was nice but unfortunately something was wrong with our air. We turned it in at checkin around 6 and was hoping by bedtime it would be better. We just decided to suck it up so we could try to get some rest in hopes of waking up cooler,0
95898407,1,Our reservation was bumped even though we paid in full. What an awful experience. Being kicked to the curb.,1
95898408,2,The rooms had 2 double beds instead of 2 queen beds and there were no available cribs or cots for our room. The TV in our room did not work. Other guests were quite loud into the night.,1
95898409,5,Great rooms at a very good prize. Very Nice atmosphere in this hotel. Grand lobby. Friendly staff. Short distance to dining. Enjoyed the stay in this hotel. They had a great pool. I would recomend this hotel.,0
95898410,5,"The staff was helpful in locating where we were attending a meeting. The hotel was wonderful from the coffee and rookies to the facility. the indoor pool was great. The room was great and clean. It was large, two closets and a very comfortable bed. The room was quiet and the hotel very nice. ",0
95898411,3,Staff very nice and helpful. Major disappointment was that hot tub was cold! Same temperature as pool beside it. We didn't really get what we paid for.,0
95898412,5,"I would stay with my family a few nights a week and was very pleasantly surprised by this resort. All of the amenities from the comfortably lobby, to the pool and hot tub, to the continental breakfas",0
95898413,4,"Everything was good, the room was clean and confortable, the people was kind and the facilities in good conditions. we are happy with our desitions, in addition good price.",0
95898414,5,Pleasant and accommodating. It was the perfect rest stop while on business.,0
95898415,1,"Other than the staff, this was the worst hotel experiences I and my traveling companions have ever had. ",1
95898416,3,In town overnight to attend a funeral. Nice hotel. Staff was very friendly.,0
95898417,5,"nice accommodations, friendly staff",0
95898418,5,Great hotel. Clean and comfortable with a very good breakfast.,0
95898419,5,loved it,0
95898420,5,Great looking and clean and friendly! Lovely onsite restaurants with great food!,0
95898421,4,It was great overall but can be overpriced depending on the amenities you purchase,0
95898422,5,Very nice and close to enerywhere I had to go,0
95898423,5,The room was very nice. I can't think of a way it could have been improved. The staff has pleasant and eager to please. I highly recommend this hotel.,0
95898424,5,We were visiting our daughter and found this hotel online. It was conveniently located for the activities that we planned for the weekend.,0
95898425,5,"The staff were wonderful, always willing to help.",0
95898426,3,No toilet paper in room upon arrival. Air did not work. Very hot in room.,0
95898427,5,Everything was just lovely. The managers were friendly and helpful. The room was large and had everything we needed. The pool was clean and nice and the beach access was great. I wish we could've stayed longer!,0
95898428,5,"We stayed here for our son's college graduation. Friendly, helpful, and accommodation staff comfy beds and pillows plenty of extra linens. Breakfast were plentiful, and a variety for all palettes, complimentary , snacks and drinks always available.",0
95898429,5,"Staff was compassionate, Room was very clean. Nice modern amenities. I will stay here every time I am in the area. easy check in and check out. Plenty of parking. Has a pool and nice fitness room but I did not use them",0
95898430,5,The hotel is very nice on the inside and outside. It's very up to date and the staff is amazing. ,0
95898431,5,I never write these kind of things but this time I thought it was warranted. My family and I just finished a stay and it was great. Very friendly staff.,0
95898432,1,Tragic stay here. I can'tbelieve anyone would pay for these overpriced rooms that were absolutely filthy.,1
95898433,1,This place makes me upset at the fact that it the spa was lackluster and the food was less than adequate. Never again will I visit your establishment.,1
95898434,2,"The staff were lovely but at the same time, the food was not good at the hotel restaurants. The food was dry and overcooked. Such a shame from a beautiful resort.",1
95898435,1,Why have a place that is so beautiful but just downright awful? Overpriced and underwhelming!,1
95898436,5,The overall ambience at this hotel was outstanding. What made our stay at this facility so pleasant was the staff. From the housekeeping staff to the desk staff the smiles and friendliness were always obvious. ,0
95898437,5,I checked in very late but the staff were very accommodating in making sure we were taken care of that evening.,0
95898438,5,"Stayed here 2 nights for a business/personal trip with my husband and our 2 kids. The staff was awesome during our entire stay helping out with restaurant suggestions, etc. Special props to Dave at the front desk who went above and beyond to be helpful during our stay. Room was very spacious and clean with comfortable beds. The complimentary breakfast... More",0
95898439,5, Larger room than normal with separate bathing from vanity. Comfortable beds with freshly cleaned spreads! Lovely breakfast buffet!,0
95898440,5,"Outstanding location, facility, staff, and accommodations. Fine foods and beverages served by personable staff in an ambience and environment that provide a soft-landing for travelers ready to relax.",0
95898441,5,"Very comfortable and relaxing.... But, most of all the quietness and friendliness of the employees.",0
95898442,5,Very friendly well staffed. Nice size rooms and beautiful views.,0
95898443,5,"Great place, location, and I appreciate the full bar in the lobby",0
95898444,5,it was great,0
95898445,5,"I visited my old neighborhood for a few days. During my stay, everything was lightning quick. Amazing service by the team here.",0
95898446,5,We stayed here for an entire week while attending a family reunion right down the road. This place was amazing with great food and fun amentities to enjoy while visiting family.,0
95898447,1,"My husband and I had to stay at this hotel for one night. I have never been to such a terrible place. I  have not seen such a shabby room. The room was disgusting (although the sheets seemed clean). The furniture had spots, tear, and looked like it was picked up off the curb. ",1
95898448,4,Stayed for three nights. The only thing lacking was the quality of the spa package we purchased,0
95898449,4,Very satisfactory and comfortable.very convenient and met all our requirements.,0
95898450,4,The hotel itself feels nice but outdated. Still and overall fun stay.,0
95898451,2,"Very outdated, terrible water pressure, not enough towels in the room for a couple and the AC was very old and loud. ",1
95898452,1,"Absolutely horrible! I was looking for an affordable place to stay for a weekend trip to Watkins Glen and decided to book this place. Worst decision I ever made! I arrived about 10:00pm, had to ring a doorbell to be checked in by a man who came out to the desk in his UNDERWEAR. The room had a musty smell... More",1
95898453,4,Clean and well maintained.,0
95898454,3,"The front desk staff was very helpful. However, it felt like this resort was somewhat lacking. Nothing too mind-blowing.",0
95898455,5,I have stayed at the Lofts on Pearl for the past couple of years following a Bills game. The rooms lack nothing. They are perfect as well as the staff. They are so welcoming and take care of our needs while we are visiting . Beautiful place !!!!!!,0
95898456,4,"Fantastic family accommodations!!! The good - Staff was great! Welcoming, friendly and very accomodating. Beds were very comfortable. Except for the very springy pull out couch. Bathroom was very clean. Location was superb!! ",0
95898457,4,Fun beach resort overall! The food in the hotel restaurants was amazing too.,0
95898458,5,Cannot say enough good about this place! The amenities and views were just too good to be true!,0
95898459,5,"The staff was very friendly, especially Housekeeping. The breakfast offered a lot of variety. The hotel amenities were great. Great value resort!",0
95898460,5,"Extremely pleased with our hotel stay. We are a family of 5 and recently spent 2 nights at this hotel. I was pleasantly surprised at the size of our suite and the friendliness of the staff. There is a popcorn machine in the lobby, which my kids loved. We also caught the staff setting out warm chocolate chip cookies in the evenings-YUM! Such a nice homey touch! The free breakfast was outstanding. We traditionally don't expect much from a hotel spread, but this one was the exception. Lots of selections, and the hot options changed from one morning to the next. Breakfast attendant was friendly and helpful, and kept everything well stocked as the crowd ebbed and flowed. The only negatives were an extremely loud family in the room above us that kept us awake until almost midnight. The hotel staff did they best to help and even offered to move us, but we opted not to take them up on the offer. Nothing else the staff could have done to help that situation. I was also disappointed that the hot tub wasn't working, but the kids had a wonderful time in the pool regardless.",0
95898461,5,Great Experience considering the horrible weather we were having. The staff was exceptionally nice and friendly. Breakfast was very good and the location in all was serene.,0
95898462,4,"This Hampton was consistent with my other experiences at their properties, which is why I like staying there. The room was comfortable and well insulated from ambient noise, the staff was friendly and attentive, and the breakfast offered a decent variety of hot/cold items. The one exception was my disappointment with the condition of the bathroom, which had paint peeling on the ceiling, and a tub that was stained from age. It could use a refreshing, and detracted from an otherwise satisfying Hampton experience.",0
95898463,2,The pictures of the hotel looked better on line. The staff was ok not great. No one looked like they wanted to be there.,1
95898464,3,Everything was good. I only spent a short night. I had an early flight the next morning.,0
95898465,1,"Following a fourteen hour drive, we arrived, very tired, to check in at 3 AM. The room had stained carpets, lights that didnt work and things just didnt seem particularly clean. However, the bed was nicely made and we were very tired. I pulled back the bed spread to find rumpled sheets covered in blood. ",1
95898466,3,"Nothing special to recommend this resort, but it's adequate and serviceable.",0
95898467,2,"Everyone was very friendly, however room wasn't super clean and our shower temperature was all over the place while taking a shower. Needs updating and small repairs I think.",1
95898468,2, The elevators need repairing. They are so noisey. You guys have... More,1
95898469,4,This is the second time staying here. The rugs in the hall are getting noticeably worn. It is a clean hotel and the staff are great. Everyone had a smile and said hello. ,0
95898470,3,Definitely chic but nothing special. It's a good vacation stay if you like the beach.,0
95898471,5, Great staff.. Next time we come out here we will stay here.. The bathrooms were very clean and the rooms were not too hot or too cold. Like I said will stay there from now on..,0
95898472,4, The staff was very accommodating. Thank you all for everything!,0
95898473,3,It was okay. I feel that this resort is lacking in some areas.,0
95898474,5,"Love this place! Great service, rooms and amenities. The restaurants provide top gourmet food and are always so accommodating!",0
95898475,5,"Very clean and pleasant hotel. The noise level almost non existing, always a plus for me! The staff was very professional and catered to my needs without question. The banquet hall was very clean, a great size, well put together, and affordable. I will definitely be doing business with this location again. Thank you for providing me with a home... More",0
95898476,4,Such a good stay. The pool and beach side food service was a nice touch.,0
95898477,5,Lovely beach resort with a beautiful view of the sunrise and sunset,0
95898478,5,"Everyone there is very friendly, accommodating and helpful. Never had a problem here and continental breakfast offers a huge variety.",0
95898479,4,"We stayed here and really enjoyed our stay. Nice rooms, clean although the carpet in the room we stayed in needs to be replaced. This hotel did pay attention to our special requests, which rarely happens and sometimes those little things make a BIG difference. We didn't try the breakfast but we will next time we stay here.",0
95898480,5," The hotel staff were polite and courteous. The rooms were quiet and comfortable. During both of our stays, we were the only ones using the pool and that was a bonus. Definitely recommend this resort!",0
95898481,4,"Was in town for a convention.  Room was very nice Super water pressure in the shower, but, very slow drainage. ",0
95898482,5,The bathroom was very clean. The beds were comfortable. I loved the views.,0
95898483,3,The junior suite was spacious but it wasn't anything too special. The resort itself is nice and has a lot of potential.,0
95898484,4,They have a nice breakfast buffet along with other food options for lunch and dinner with their different In hotel resraurants.,0
95898485,5,I had a great experience at this hotel. Everybody is friendly and the rooms are very clean. I utilized the fitness center to help me maintain my work out regiment. Kendra was my favorite employee. I would definitely stay here again because of the ease of access in location and friendly customer service.,0
95898486,5,Came for a weekend with a child. The front desk staff was always friendly and helpful. Pool area was clean and the rooms were very nice. Would definitely recommend. Had no complaints at all. They are located a little off the beaten path but it was nice and quiet.,0
95898487,5,"This was an excellent hotel. Very clean and updated. Nice comfortable beds and covers. The complimentary breakfast had a huge selection and something for everyone. The only draw back was it was on the expensive side, but I guess you get what you pay for because I can't think of anything to complain about. Lol.",0
95898488,5, This hotel will probably be the only one we stay at for our summer vacations. So amazing! Thank you!,0
95898489,4,This was the best.  The decor is upscale contemporay and the front desk staff were cheery and happy to see you. ,0
95898490,5,. The beds were super comfortable after our trip.The amenities were great for our family.,0
95898491,5,We checked in late Friday evening and were warmly and expertly greeted.,0
95898492,4,Having a small fridge was nice. The front desk folks were very friendly. We would stay here again.,0
95898493,2,"If you're a fan of thin pillows and rock hard beds you are home. On a positive note, the room was clean and the towels were soft. Genuinely overpriced",1
95898494,5,Stayed here for 7 nights hotel was amazing and should be rated a 5 star plus everything was perfect,0
95898495,5,The amenities are very nice with very comfortable bedding and living area.,0
95898496,5,Our room  felt like we were staying in a hi-end condo with breathtaking views of the beach. So beautiful!,0
95898497,3,"The issues started the first night. I complained the first night to the front desk and actually a maintenance guy because our toilet kept running. Other than that, we made the best of it. Just make sure to fix your issues before your guests stay here.",0
95898498,5,"Unfortunately, I had pulled my hamstring prior to my arrival and was in extreme pain after walking through 2 airports and pulling my luggage. The hotel staff took me to my room in a wheelchair and brought me ice and other items to assist with my pain. On top of that, they gave me a Get Well card signed by all the staff. ",0
95898499,5,"This is a really lovely resort. And because it has most of anything you need at pretty high quality, it is not cheap. We stayed for two days and enjoyed both beertasting and whiskey/whiskytasting at the restaurants!",0
95898500,4,Stayed here for one night and really enjoyed it. The place is very modern and is being upgraded. The staff couldn't have been any nicer. Great bar with pretty good bar food.The bar tenders were super. Place was very clean. The only problem is you're a little removed from the action but a short Uber/Lyft ride and you're there.Worth going back to next time I'm in San DIegoThank you for your review. We are so happy to hear you enjoyed your stay with us here in San Diego.,0
95898501,5,My husband has business here and I tagged along. What a fantastic hotel. The service is impeccable. ,0
95898502,4,"We got a couple of connecting suites, very confortable and with all the necesary ammenities. Stayed there for a week. Contemporary and stylish.",0
95898503,4,Beautiful modern king city view suite. A few quirks like 12th floor check in and directions needed to leave. Staff was very nice and helpful 40 per night off site valet parking but it was pretty quick. Walking distance to Gaslight district. Close to waterfront and airport. Overall great value Thank you for your review. We are pleased to hear you enjoyed your stay with us here in San Diego.,0
95898504,3,"Good resort overall. Nothing that screams the best, but is surely quality.",0
95898505,3,It's fair. A resort that does the job and has good amentities. Very beautiful beach though!,0
95898506,2,"Maintenance needs to do a better job. When the bathroom is leaking, please fix it! No one sleeps in a flooded room!",1
95898507,4,The service and people are the perfect. ,0
95898508,5,The hotel is well furnished. My only criticism was the toiletries in the shower and the shower handle are poorly placed. I hit my elbow a few times and the toiletries caddy makes it hard to wash your hair under the shower.,0
95898509,5,I used this hotel for an event we were having and was amazing! The location was perfect since it was literally right on the beach. Everyone enjoyed their stay and I enjoyed how easy it was to coordinate accommodations for 30 people. ,0
95898510,5,Lovely resort! Thank you so much for everything!,0
95898511,4,Overall it was nice. Our room though was a bit tinier than expected for what I paid.,0
95898512,1,"Place is so dirty and not well kept, but what got me the most is how unprofessional the night auditor was!!! He had such a bad attitude I even said to cancel my reservation cause I didn't care for his attitude. ",1
95898513,1,"This has to be by far the nastiest and unkempt hotel I have ever seen! There were stains on everything...The shower curtain, chairs, wall and bed spread. Some of the staff was very rude.",1
95898514,1,"The clerk was extremely slow and after 15 mins, still could not find our paid reservation on her computer.",1
95898515,1,"For a resort, this was awful. The food was atrocious and I could not stand anything of what this place had to offer.",1
95898516,5,"Smallish room--tastefully appointed with touches I've seen in high-end hotels--was cozy and comfortable. The crowning grace, though, was the excellent and helpful staff. The front desk staff was uniformly friendly, interested in helping us enjoy our stay, and full of useful not-in-the-guidebooks information. We'd return to the hotel without hesitation.",0
95898517,5,"Staff was very friendly and helpful, Amenities were nice and our room was a little on the small size but comfortable.",0
95898518,4,Beautiful resort!,0
95898519,2,"I understand that it is quite likely a great improvement over years past, however the refresh is superficial only. The floors still creak and were bowed and the climate control is minimal. The provided window air conditioner has not been serviced in some time and the air was not cool. ",1
95898520,5,"Great location! Even though secluded, there were many things to do! The food was amazing inside the hotel itself!",0
95898521,3,I can tell that the hotel is making serious strides towards improvement and the staff is seriously the highlight of the entire stay. They are wonderful and made us feel welcome during our entire stay. The cleanliness needs to improve however.,0
95898522,5,"I have stayed at all the big hotels in the Union Square (Westin, Hyatt, Hilton, etc ) and a number of boutique offerings as well. This may be my favorite one. The valueIs by far the best in the area. The staff are all very friendly and helpful and the vibe is casual/chic. Huge thumbs up!",0
95898523,5,A wonderful hotel right on the water. The staff at the hotel go beyond the call of duty to be helpful. The rooms are small but very well equipped. The beds are very comfortable. This hotel is a real gem and I can highly recommend it.,0
95898524,5,The hotel was very clean. The staff are all nice.,0
95898525,5," Upon arrival we were promptly attended to and checked in quickly. Vallet took our vehicle and we headed up to our room. Enjoy the Pictures and the hotel, it is in an incredible location!",0
95898526,3,Fairly standard resort that does the job. It’s just okay to be honest.,0
95898527,4,Lovely resort! It was a really good time!,0
95898528,5,The beach was so beautiful and the food was delicious!,0
95898529,4,The pool is definitely my highlight and is for sure what I would come back to.,0
95898530,5,The food specials they have in the bar and the restaurants are stunning.,0
95898531,5,The views are so stunning. I can't believe how great this place is!,0
95898532,1,"Disgusting spa area. The water is so brackish. I get it, we are at the beach and it may affect the water. But that's even more reason to make sure that everything is taken care of. Please fix it.",1
95898533,4,Great place overall. Transportation to the resort is hit or miss.,0
95898534,5,Wow is all I can say. What an amazing experience.,0
95898535,1,"Our dinner was really bad. My porterhouse was overcooked, my wife's food wasn't seasoned and the cocktails we ordered were overly sweet.",1
95898536,5,This is the best place to be. On a beautiful beach sipping sangria. ,0
95898537,4,This hotel is definitely really good. Only downside is the price.,0
95898538,4,"Really great, but not the best value.",0
95898539,5,Very extravagant. Our suite was impeccable and the ocean view was breathtaking.,0
95898540,5,I can't believe I stayed here! All the staff were so efficient and helpful. Such an amazing time.,0
95898541,4,Staff was great and really work hard. The room was a little untidy.,0
95898542,5,The charcuterie they offered in the bar was amazing. I was there every night.,0
95898543,5,The small bites place in the bar were superb. Amazing overall!,0
95898544,5,Room was perfect for us and the beds were very comfortable. We will certainly come back and do it again in the near future and stay at the same place. Will definitely come for the amenities,0
95898545,5,We had the wet bar suite and it was really spacious and nice for our family.Breakfast was great! Staff was super friendly.,0
95898546,4,"If you are a family traveling with children, you will feel right at home. The proximity to Sea World attracts families of all nationalities...the only time you experience the family confusion is during breakfast. The property itself is new, well staffed and features Hampton's newest ideas as to what they perceive the traveling public desires.Dear frankmJ9377CF,Thank you so much for choosing our property during your trip to Orlando and writing about your recent stay with us! We truly hope you and your family felt at home here. We apologize for any confusion you may have experienced during our breakfast. Our staff will continue to work to improve the efficiency and flow of the breakfast area. We hope to see you all again here soon!Safe travels,Nicholas Houck",0
95898547,4,Pretty good hotel. Check in and check out was super easy. Staff was super friendly. Hotel was very clean and looked great.,0
95898548,5,The staff is very helpful and will assist in giving the guests the best information reegarding the area. I recommend this hotel.,0
95898549,2,Ther were too many hassles during the check in process and rooms not being available multiple times. Delay after delay is the name of the game here.,1
95898550,5,"Stayed at this hotel for business and was delightfully surprised. Along with the beach, it's nice to unwind with a cocktail and a view after a hard day at a convention.",0
95898551,5,This hotel is clean. The staff go out of their way to be kind and made our stay memorable!,0
95898552,5,Great Hotel. Excellent value. Great location. Would definitely stay here again. Includes breakfast with very nice selection. Staff very courteous.,0
95898553,5,the staff is friendly make sure you don't get a room by the elevators the bell will wake you up also make sure you don't eat the plastic apples they leave in a bowl in the meeting room why plastic vs real.,0
95898554,2,"The HVAC did not work properly leading to both of us having a restless night's sleep. The location was great and the room and layout were also ideal. It is a beautifyl hotel however, but man was it hot.",1
95898555,4,Reallly great. Thank you to all of the staff that helped us!,0
95898556,5,Amazing!,0
95898557,4,You guys are so great you helped with literally everything. Just make sure the spa is better!,0
95898558,1,That spa was really bad. Never again. How do you seriously charge all of that money to bring such a lackluster experience to the guests?,1
95898559,5,I love staying here. The hotel still has a concierge lounge and they have always helped us with anything that we needed.,0
95898560,4,"The hotel lobby is beautiful and we enjoyed a few nights using it. There are a few restaurants/bars onsite with lovely options for food. Overall, it was very clean, friendly and a great hotel. ",0
95898561,4,Stayed here for a convention being held in adjacent convention center. VERY convenient to that Convention Center....easy walk. But hotel itself was just ok. Room nothing special.,0
95898562,5,"This hotel was very much like a resort in the city. Indoor and outdoor pools, two racket ball courts, Jacuzzi hot tub, steam room and sauna. The food in the restaurant was really good too. You could spend two or three days here and be totally rejuvenated. I look forward to returning.",0
95898563,5,Really great! I have no complaints and I will we back with my friends and family.,0
95898564,5,"I spent nine days here and must say the people are the most responsive hotel employees I have ever experienced. The Shuttle service was superb. This resulted from the extremely high prices in the dinning facilities within the hotel. That would be the lone drawback to staying here. Check-in and check-out were quick and easy. Again, the best thing about a stay here is the staff you interact with they are the best!",0
95898565,4,"Very comfortable rooms and friendly staff, plus great concierge lounge.",0
95898566,4,"The hotel is great, very nice rooms and a great view. The beach area is quiet, you can walk on the park thats across the street. If you are there for a meeting, event or convention, its even better since hte hotel, as the name says, has its own convention center and you dont even have to go outside! ",0
95898567,4,"Everything was easy to get to, the food was great. The room was large and comfortable and wonderfully maintained. This is the second time around for our group, which means 400 other people enjoyed it too - or we don't comeback!I am so glad you came back and enjoyed the experience again!",0
95898568,5,This is an older hotel but far from beyond it's prime! They have done a fine job of keeping it updated. I love the way the rooms all open up to the main open area.,0
95898569,4, The line for breakfast was quite long all four days I was there- get there early or be prepared to wait.,0
95898570,4,This was a great hotel pick if you want to be away from the craziness of any city you are at. The beach is the best here along with the poolside service.,0
95898571,4,The facility is beautiful and so close to restaurants.(Has one in the atrium) It's a little on the pricey side but its very secure.,0
95898572,5,"This was a nice well run hotel, a little nicer and better run that most in it's class, but the staff were are more sincerely helpful and friendly than any hotel I have ever stayed in.",0
95898573,4,"Everyone there is pleasant, professional and sincere. ",0
95898574,4,"This hotel is nice. The staff is great and we chose to use valet parking. There is parking available on each side of the hotel, however, we opt for valet. This is a very busy hotel with several events (weddings etc...) going on. The rooms are spacious as well as the bath. The bed was too soft for my liking.",0
95898575,3,Never have I spent so much on a hotel that seemed so unsure of itself.,0
95898576,4,"The hotel is convenient to the convention center, connected, and a number of great eating places within minutes of the hotel. The the only drawback was the shuttle service, on every occassion but one it took over 15 minutes for the captain to find a driver, in 2 instances I had to show the driver how to get to the restaurant.",0
95898577,5, Room was large and quite spacious with wrap around windows that offered a nice view. King sized bed and desk and complimentary Internet. Clean and looked to be recently renovated. ,0
95898578,5,"I booked this hotel for a weekend birthday trip. Upon arrival, my friend and I were greeted at the door. The front desk staff were very nice and personable. I was able to have an early check in as well. ",0
95898579,5,Overall a very good stay!,0
95898580,4,I've stayed at this hotel for 10+ years and it is continuing to get better. ,0
95898581,5,"I didn't have the opportunity to dine in the hotel so I can't comment on restaurants or food. Front desk staff was very friendly.The only negative, which I didn't notice but others in my group did, was the noise coming from the open restaurant areas in the lobby.",0
95898582,3,The subfloor of the shower was not good the water pressure was less than satisfactory. I most likely would not stay here again mostly because of the lack of hospitality.,0
95898583,4,Hotel was clean and hotel staff very helpful.,0
95898584,5, the amenities and location along with upgrades makes this an awesome place to stay! Shopping is also inside the hotel with several cheaper places to eat in the connecting building. The staff was excellent and the convention rooms were of good quality.,0
95898585,5,We experienced very good customer service in all key areas. The onsite parking was extensive and easy to deal with.,0
95898586,5,"I have traveled for business a lot, and I've come to expect little from convention hotels. So I was delightfully surprised. All in all, the staff was courteous, the rooms were clean and comfortable, and the experience was overwhelmingly positive.",0
95898587,4,Walking into this place I was greeted with such respect and helpful people.,0
95898588,5,"really nice hotel, lots of stuff around hotel.",0
95898589,3,Good place with great people.,0
95898590,4,Not too shabby at all! Lovely resort!,0
95898591,4,The food was amazing here with the ever rotating menu providing really interesting food specials.,0
95898592,5,"The king size room on the corner is very big with many amenities. The bed is very comfortable. The refrigerator is bigger than normal hotel refrigerators. The concierge room is big. The one night we were there the appetizers were a limited, but desserts were very good.",0
95898593,5,"This is a wonderful hotel that is very luxurious. From the dcor to the staff, it is all top notch.",0
95898594,4,My business trip was lovely here. Thank you for all of the help when directing to me where I need to be.,0
95898595,5,I like this resort a lot. The events and amenities you can enjoy are quite extensive!,0
95898596,5,Extravagant resort with impeccable resources.,0
95898597,5,Thank you for everything! Lovely!,0
95898598,5,What a great looking resort!,0
95898599,5,This place is so beautiful and they honestly have the best hospitality service that I have ever seen.,0
95898600,1,That is no spa. To charge such high prices for low-quality treatment is outrageous. Never again.,1
95898601,5,My anniversary here with my husband was the best. Thank you!,0
95898602,5,I will return here! The beach is really something else here!,0
95898603,1,This place is distasteful. Especially the spa. I can't believe how much you charge for a simple thirty minute massage.,1
95898604,5,So serene and peaceful! The poolside food service really made my day!,0
95898605,5,Great menu options for both food and drink! Will never get over how amazing this place is.,0
95898606,5,The resort is marvelous. The governor's suite provided such a great place for my family.,0
95898607,4,The views are amazing. I just wish we had a little bit more of a view of the ocean.,0
95898608,5,So beautiful! I can't wait to come back!,0
95898609,5,I love this place. I can't wait to come back to see what foods they will have the next time!,0
95898610,4,Our conference was a success and it was really pleasant.,0
95898611,4,Really standard experience. The food and drink was the best part. My favorite was the seasonal fish.,0
95898612,3,The food was outstanding. The best steak I 've had in a long time. The spa though was atrocious. This place needs to step up their spa game.,0
